学科类,批次,专业,标签,判定依据,配对数_24_25,超额漂移_24_25,阈值_24_25,显著_24_25,同向率_24_25,配对数_25_26,超额漂移_25_26,阈值_25_26,显著_25_26,同向率_25_26,两段合计超额漂移,原始位次口径_24_25,原始位次口径_25_26,单元数_2024,单元数_2025,单元数_2026,供给变动_24_26,层次分化_25_26
物理学科类,专科批,园林技术,平稳,两段均未超过置换阈值,6,+0.0180,0.0374,否,0.67,6,+0.0362,0.0388,否,1.00,+0.0542,-0.0079,+0.0414,6,6,7,+1,普通公办:6个/+3.6%
物理学科类,专科批,广告艺术设计,平稳,两段均未超过置换阈值,6,+0.0258,0.0374,否,0.83,5,+0.0235,0.0429,否,0.80,+0.0493,-0.0001,+0.0287,7,7,5,-2,普通公办:4个/+2.7% 民办:1个/-1.8%
物理学科类,专科批,建筑室内设计,平稳,两段均未超过置换阈值,13,+0.0177,0.0242,否,0.77,9,+0.0298,0.0306,否,0.78,+0.0475,-0.0082,+0.0350,16,17,11,-5,普通公办:6个/+4.9% 民办:3个/-1.6%
物理学科类,专科批,油气储运技术,平稳,两段均未超过置换阈值,5,-0.0364,0.0415,否,0.80,7,-0.0063,0.0354,否,0.86,-0.0426,-0.0623,-0.0011,5,7,7,+2,普通公办:7个/-0.6%
物理学科类,专科批,精细化工技术,平稳,两段均未超过置换阈值,6,-0.0328,0.0374,否,0.67,6,-0.0093,0.0388,否,0.67,-0.0422,-0.0588,-0.0041,6,6,7,+1,普通公办:6个/-0.9%
物理学科类,专科批,民航安全技术管理,平稳,两段均未超过置换阈值,7,+0.0010,0.0339,否,0.57,5,-0.0364,0.0429,否,1.00,-0.0354,-0.0249,-0.0312,9,10,7,-2,普通公办:4个/-3.8% 民办:1个/-1.3%
物理学科类,专科批,石油化工技术,平稳,两段均未超过置换阈值,11,-0.0243,0.0263,否,0.73,13,-0.0108,0.0254,否,0.69,-0.0351,-0.0502,-0.0056,11,13,13,+2,普通公办:12个/-0.8% 民办:1个/-2.2%
物理学科类,专科批,畜牧兽医,平稳,两段均未超过置换阈值,9,-0.0290,0.0292,否,1.00,13,-0.0051,0.0254,否,0.62,-0.0341,-0.0549,+0.0001,10,17,17,+7,普通公办:13个/-0.5%
物理学科类,专科批,医学美容技术,平稳,两段均未超过置换阈值,12,+0.0189,0.0250,否,0.58,15,+0.0147,0.0237,否,0.67,+0.0336,-0.0071,+0.0199,14,15,16,+2,普通公办:7个/+0.3% 民办:8个/+3.2%
物理学科类,专科批,口腔医学技术,平稳,两段均未超过置换阈值,10,+0.0184,0.0277,否,0.60,12,+0.0129,0.0264,否,0.58,+0.0312,-0.0075,+0.0181,13,16,16,+3,普通公办:6个/+2.7% 民办:6个/-0.4%
物理学科类,专科批,模具设计与制造,平稳,两段均未超过置换阈值,5,-0.0263,0.0415,否,0.80,6,-0.0043,0.0388,否,0.67,-0.0306,-0.0522,+0.0009,6,8,6,+0,普通公办:5个/-0.6% 民办:1个/-0.2%
物理学科类,专科批,国际邮轮乘务管理,平稳,两段均未超过置换阈值,5,-0.0201,0.0415,否,0.80,7,-0.0096,0.0354,否,0.57,-0.0297,-0.0460,-0.0044,7,7,10,+3,普通公办:4个/+1.8% 民办:3个/-2.0%
物理学科类,专科批,移动互联应用技术,平稳,两段均未超过置换阈值,5,+0.0116,0.0415,否,0.60,5,+0.0180,0.0429,否,1.00,+0.0296,-0.0143,+0.0232,6,7,7,+1,普通公办:5个/+1.8%
物理学科类,专科批,建筑装饰工程技术,平稳,两段均未超过置换阈值,8,+0.0048,0.0309,否,0.50,7,+0.0241,0.0354,否,0.57,+0.0289,-0.0211,+0.0293,12,11,9,-3,普通公办:6个/+2.6% 民办:1个/-2.0%
物理学科类,专科批,园艺技术,平稳,两段均未超过置换阈值,6,+0.0187,0.0374,否,0.67,6,+0.0098,0.0388,否,0.67,+0.0285,-0.0072,+0.0150,7,7,7,+0,普通公办:6个/+1.0%
物理学科类,专科批,金融科技应用,平稳,两段均未超过置换阈值,7,+0.0207,0.0339,否,0.86,6,+0.0071,0.0388,否,0.67,+0.0278,-0.0052,+0.0123,10,8,7,-3,普通公办:5个/+0.8% 民办:1个/-1.8%
物理学科类,专科批,应用化工技术,平稳,两段均未超过置换阈值,11,-0.0182,0.0263,否,0.64,13,-0.0068,0.0254,否,0.77,-0.0250,-0.0441,-0.0016,16,16,19,+3,普通公办:13个/-0.7%
物理学科类,专科批,中医学,平稳,两段均未超过置换阈值,10,+0.0171,0.0277,否,0.60,12,+0.0074,0.0264,否,0.58,+0.0245,-0.0088,+0.0126,11,14,15,+4,普通公办:9个/+0.6% 民办:3个/+4.6%
物理学科类,专科批,智能建造技术,平稳,两段均未超过置换阈值,5,+0.0008,0.0415,否,0.60,10,-0.0238,0.0291,否,0.80,-0.0230,-0.0252,-0.0186,6,11,15,+9,普通公办:10个/-2.4%
物理学科类,专科批,民航运输服务,平稳,两段均未超过置换阈值,6,-0.0279,0.0374,否,0.83,9,+0.0050,0.0306,否,0.78,-0.0229,-0.0538,+0.0102,7,9,10,+3,普通公办:6个/+0.5% 民办:3个/+0.6%
物理学科类,专科批,智能网联汽车技术,平稳,两段均未超过置换阈值,7,-0.0138,0.0339,否,0.71,11,-0.0089,0.0277,否,0.55,-0.0227,-0.0397,-0.0037,10,15,22,+12,普通公办:11个/-0.9%
物理学科类,专科批,机械制造及自动化,平稳,两段均未超过置换阈值,39,-0.0143,0.0147,否,0.67,42,-0.0078,0.0141,否,0.67,-0.0221,-0.0402,-0.0026,51,51,52,+1,普通公办:34个/-0.8% 民办:8个/-1.4%
物理学科类,专科批,食品检验检测技术,平稳,两段均未超过置换阈值,7,+0.0301,0.0339,否,0.86,9,-0.0082,0.0306,否,0.67,+0.0218,+0.0041,-0.0030,10,14,12,+2,普通公办:8个/-0.8% 民办:1个/-2.0%
物理学科类,专科批,旅游管理,平稳,两段均未超过置换阈值,28,+0.0048,0.0177,否,0.61,23,+0.0168,0.0197,否,0.61,+0.0216,-0.0212,+0.0220,39,34,29,-10,普通公办:20个/+1.9% 民办:3个/-1.9%
物理学科类,专科批,社区管理与服务,平稳,两段均未超过置换阈值,9,-0.0062,0.0292,否,0.56,7,+0.0277,0.0354,否,0.86,+0.0216,-0.0321,+0.0329,9,10,7,-2,普通公办:7个/+2.8%
物理学科类,专科批,发电厂及电力系统,平稳,两段均未超过置换阈值,8,-0.0019,0.0309,否,0.50,9,+0.0234,0.0306,否,0.67,+0.0215,-0.0278,+0.0286,8,9,11,+3,普通公办:9个/+2.3%
物理学科类,专科批,电子商务,平稳,两段均未超过置换阈值,37,-0.0125,0.0150,否,0.68,33,-0.0085,0.0160,否,0.52,-0.0210,-0.0384,-0.0033,53,48,46,-7,普通公办:27个/+0.6% 民办:6个/-2.0%
物理学科类,专科批,康复治疗技术,平稳,两段均未超过置换阈值,28,-0.0088,0.0177,否,0.57,31,-0.0116,0.0167,否,0.65,-0.0204,-0.0347,-0.0064,33,37,42,+9,普通公办:24个/-0.7% 民办:7个/-1.6%
物理学科类,专科批,工程测量技术,平稳,两段均未超过置换阈值,11,+0.0064,0.0263,否,0.73,8,+0.0132,0.0324,否,0.88,+0.0197,-0.0195,+0.0184,13,13,10,-3,普通公办:8个/+1.3%
物理学科类,专科批,现代通信技术,平稳,两段均未超过置换阈值,9,+0.0039,0.0292,否,0.78,9,+0.0157,0.0306,否,0.67,+0.0196,-0.0220,+0.0209,11,11,11,+0,普通公办:8个/+2.9% 民办:1个/-2.1%
物理学科类,专科批,早期教育,平稳,两段均未超过置换阈值,5,+0.0248,0.0415,否,0.80,5,-0.0065,0.0429,否,0.60,+0.0182,-0.0012,-0.0013,12,10,9,-3,普通公办:5个/-0.7%
物理学科类,专科批,药学,平稳,两段均未超过置换阈值,19,+0.0116,0.0206,否,0.58,18,+0.0060,0.0214,否,0.56,+0.0175,-0.0143,+0.0112,25,24,24,-1,普通公办:15个/+0.9% 民办:3个/-2.3%
物理学科类,专科批,热能动力工程技术,平稳,两段均未超过置换阈值,9,-0.0061,0.0292,否,0.56,9,+0.0234,0.0306,否,0.89,+0.0173,-0.0320,+0.0286,11,10,9,-2,普通公办:9个/+2.3%
物理学科类,专科批,汽车技术服务与营销,平稳,两段均未超过置换阈值,8,-0.0110,0.0309,否,0.62,6,-0.0060,0.0388,否,0.50,-0.0170,-0.0370,-0.0008,12,9,6,-6,普通公办:5个/+0.7% 民办:1个/-1.9%
物理学科类,专科批,智能控制技术,平稳,两段均未超过置换阈值,17,-0.0113,0.0215,否,0.76,19,-0.0053,0.0211,否,0.74,-0.0166,-0.0372,-0.0001,20,19,27,+7,普通公办:18个/-0.5% 民办:1个/-0.7%
物理学科类,专科批,电子信息工程技术,平稳,两段均未超过置换阈值,9,-0.0042,0.0292,否,0.56,10,-0.0117,0.0291,否,0.70,-0.0159,-0.0301,-0.0065,13,14,17,+4,普通公办:8个/-1.2% 民办:2个/-1.4%
物理学科类,专科批,机电设备技术,平稳,两段均未超过置换阈值,6,+0.0003,0.0374,否,0.50,6,-0.0156,0.0388,否,0.83,-0.0153,-0.0256,-0.0104,6,8,7,+1,普通公办:5个/-1.5% 民办:1个/-1.6%
物理学科类,专科批,城市轨道交通机电技术,平稳,两段均未超过置换阈值,6,-0.0294,0.0374,否,0.83,6,+0.0148,0.0388,否,0.67,-0.0146,-0.0553,+0.0200,7,6,7,+0,普通公办:5个/+1.6% 民办:1个/-1.5%
物理学科类,专科批,医学影像技术,平稳,两段均未超过置换阈值,15,+0.0189,0.0227,否,0.73,14,-0.0043,0.0245,否,0.50,+0.0145,-0.0071,+0.0009,18,21,16,-2,普通公办:10个/-1.7% 民办:4个/+1.0%
物理学科类,专科批,汽车制造与试验技术,平稳,两段均未超过置换阈值,23,+0.0033,0.0194,否,0.61,18,+0.0110,0.0214,否,0.67,+0.0143,-0.0226,+0.0162,23,26,20,-3,普通公办:15个/+1.6% 民办:3个/+0.1%
物理学科类,专科批,城市轨道车辆应用技术,平稳,两段均未超过置换阈值,9,-0.0126,0.0292,否,0.56,7,+0.0264,0.0354,否,0.86,+0.0138,-0.0385,+0.0316,9,14,8,-1,普通公办:6个/+2.8% 民办:1个/+0.8%
物理学科类,专科批,动车组检修技术,平稳,两段均未超过置换阈值,6,-0.0240,0.0374,否,0.83,5,+0.0105,0.0429,否,0.80,-0.0136,-0.0500,+0.0157,6,6,8,+2,普通公办:5个/+1.0%
物理学科类,专科批,中药学,平稳,两段均未超过置换阈值,14,+0.0054,0.0234,否,0.50,13,+0.0080,0.0254,否,0.54,+0.0134,-0.0205,+0.0132,16,19,19,+3,普通公办:9个/+2.2% 民办:4个/-0.1%
物理学科类,专科批,国际经济与贸易,平稳,两段均未超过置换阈值,6,-0.0125,0.0374,否,0.83,5,-0.0006,0.0429,否,0.60,-0.0131,-0.0384,+0.0046,10,8,7,-3,普通公办:4个/-0.3% 民办:1个/+3.1%
物理学科类,专科批,铁道通信与信息化技术,平稳,两段均未超过置换阈值,5,-0.0291,0.0415,否,1.00,5,+0.0162,0.0429,否,0.80,-0.0129,-0.0550,+0.0214,5,6,6,+1,普通公办:5个/+1.6%
物理学科类,专科批,现代物流管理,平稳,两段均未超过置换阈值,33,+0.0005,0.0159,否,0.52,26,+0.0123,0.0187,否,0.65,+0.0128,-0.0254,+0.0175,42,40,36,-6,普通公办:25个/+1.4% 民办:1个/-1.7%
物理学科类,专科批,供用电技术,平稳,两段均未超过置换阈值,10,-0.0104,0.0277,否,0.60,10,-0.0020,0.0291,否,0.70,-0.0124,-0.0363,+0.0032,12,12,12,+0,普通公办:10个/-0.2%
物理学科类,专科批,人工智能技术应用,平稳,两段均未超过置换阈值,25,-0.0053,0.0189,否,0.56,35,-0.0063,0.0153,否,0.60,-0.0116,-0.0312,-0.0011,34,51,61,+27,普通公办:27个/-0.4% 民办:8个/-1.8%
物理学科类,专科批,大数据与会计,平稳,两段均未超过置换阈值,75,+0.0069,0.0107,否,0.59,76,+0.0046,0.0106,否,0.54,+0.0115,-0.0190,+0.0098,101,92,95,-6,普通公办:62个/+0.4% 民办:14个/+1.4%
物理学科类,专科批,烹饪工艺与营养,平稳,两段均未超过置换阈值,5,+0.0039,0.0415,否,0.60,5,-0.0151,0.0429,否,0.60,-0.0113,-0.0221,-0.0099,6,12,7,+1,普通公办:4个/-0.9% 民办:1个/-1.5%
物理学科类,专科批,环境工程技术,平稳,两段均未超过置换阈值,8,+0.0143,0.0309,否,0.75,10,-0.0039,0.0291,否,0.50,+0.0104,-0.0116,+0.0013,11,12,12,+1,普通公办:10个/-0.4%
物理学科类,专科批,石油工程技术,平稳,两段均未超过置换阈值,7,-0.0199,0.0339,否,0.71,7,+0.0100,0.0354,否,0.86,-0.0099,-0.0458,+0.0152,7,7,7,+0,普通公办:7个/+1.0%
物理学科类,专科批,智能制造装备技术,平稳,两段均未超过置换阈值,13,-0.0021,0.0242,否,0.54,14,-0.0070,0.0245,否,0.57,-0.0091,-0.0280,-0.0018,13,14,21,+8,普通公办:13个/-0.7% 民办:1个/-3.2%
物理学科类,专科批,动漫制作技术,平稳,两段均未超过置换阈值,12,-0.0112,0.0250,否,0.58,10,+0.0024,0.0291,否,0.50,-0.0088,-0.0371,+0.0076,14,14,14,+0,普通公办:6个/+4.6% 民办:4个/-2.0%
物理学科类,专科批,数控技术,平稳,两段均未超过置换阈值,23,-0.0102,0.0194,否,0.74,24,+0.0015,0.0194,否,0.50,-0.0087,-0.0361,+0.0067,31,27,33,+2,普通公办:21个/-0.1% 民办:3个/+0.5%
物理学科类,专科批,信息安全技术应用,平稳,两段均未超过置换阈值,18,+0.0050,0.0209,否,0.56,14,+0.0036,0.0245,否,0.57,+0.0085,-0.0209,+0.0088,25,23,25,+0,普通公办:13个/+0.7% 民办:1个/-4.0%
物理学科类,专科批,汽车检测与维修技术,平稳,两段均未超过置换阈值,17,-0.0009,0.0215,否,0.53,18,+0.0093,0.0214,否,0.61,+0.0084,-0.0268,+0.0145,20,25,26,+6,普通公办:15个/+0.5% 民办:3个/+1.3%
物理学科类,专科批,药品经营与管理,平稳,两段均未超过置换阈值,9,-0.0000,0.0292,否,0.56,7,-0.0074,0.0354,否,0.86,-0.0074,-0.0259,-0.0022,12,11,9,-3,普通公办:6个/-0.6% 民办:1个/-1.0%
物理学科类,专科批,网络营销与直播电商,平稳,两段均未超过置换阈值,7,+0.0115,0.0339,否,0.71,8,-0.0042,0.0324,否,0.62,+0.0073,-0.0144,+0.0010,12,11,14,+2,普通公办:5个/+3.3% 民办:3个/-1.7%
物理学科类,专科批,应用电子技术,平稳,两段均未超过置换阈值,9,-0.0034,0.0292,否,0.56,9,-0.0033,0.0306,否,0.56,-0.0067,-0.0293,+0.0019,11,13,12,+1,普通公办:8个/+0.2% 民办:1个/-1.3%
物理学科类,专科批,移动应用开发,平稳,两段均未超过置换阈值,7,-0.0008,0.0339,否,0.57,5,-0.0053,0.0429,否,0.60,-0.0062,-0.0267,-0.0001,8,7,6,-2,普通公办:4个/-0.7% 民办:1个/+5.0%
物理学科类,专科批,智能机器人技术,平稳,两段均未超过置换阈值,5,+0.0085,0.0415,否,0.60,5,-0.0027,0.0429,否,0.80,+0.0058,-0.0174,+0.0025,6,8,8,+2,普通公办:2个/-0.7% 民办:3个/-0.2%
物理学科类,专科批,数字媒体技术,平稳,两段均未超过置换阈值,32,+0.0060,0.0163,否,0.53,44,-0.0114,0.0138,否,0.64,-0.0054,-0.0199,-0.0062,44,56,55,+11,普通公办:31个/-0.6% 民办:13个/-1.7%
物理学科类,专科批,中医康复技术,平稳,两段均未超过置换阈值,7,+0.0026,0.0339,否,0.57,7,-0.0079,0.0354,否,0.57,-0.0053,-0.0233,-0.0027,9,12,9,+0,普通公办:5个/-1.5% 民办:2个/+2.4%
物理学科类,专科批,高速铁路客运服务,平稳,两段均未超过置换阈值,12,+0.0074,0.0250,否,0.58,9,-0.0126,0.0306,否,0.67,-0.0052,-0.0185,-0.0074,14,13,10,-4,普通公办:3个/+0.6% 民办:6个/-1.5%
物理学科类,专科批,空中乘务,平稳,两段均未超过置换阈值,29,+0.0058,0.0173,否,0.55,26,-0.0109,0.0187,否,0.73,-0.0051,-0.0201,-0.0057,40,38,35,-5,普通公办:14个/-0.9% 民办:12个/-1.4%
物理学科类,专科批,计算机网络技术,平稳,两段均未超过置换阈值,33,+0.0011,0.0159,否,0.52,27,-0.0059,0.0183,否,0.67,-0.0049,-0.0248,-0.0007,56,40,42,-14,普通公办:21个/-0.5% 民办:6个/-1.5%
物理学科类,专科批,智慧健康养老服务与管理,平稳,两段均未超过置换阈值,15,-0.0039,0.0227,否,0.60,17,+0.0085,0.0221,否,0.59,+0.0046,-0.0299,+0.0137,19,21,27,+8,普通公办:14个/+1.5% 民办:3个/-1.9%
物理学科类,专科批,新能源汽车检测与维修技术,平稳,两段均未超过置换阈值,9,+0.0143,0.0292,否,0.67,9,-0.0098,0.0306,否,0.56,+0.0045,-0.0116,-0.0046,16,16,14,-2,普通公办:6个/-2.2% 民办:3个/+3.4%
物理学科类,专科批,金融服务与管理,平稳,两段均未超过置换阈值,9,+0.0159,0.0292,否,0.78,8,-0.0204,0.0324,否,0.62,-0.0044,-0.0100,-0.0152,17,11,11,-6,普通公办:6个/-2.0% 民办:2个/+1.2%
物理学科类,专科批,城市轨道交通运营管理,平稳,两段均未超过置换阈值,10,-0.0083,0.0277,否,0.70,7,+0.0124,0.0354,否,0.71,+0.0041,-0.0342,+0.0176,17,12,11,-6,普通公办:5个/+1.2% 民办:2个/+9.6%
物理学科类,专科批,物联网应用技术,平稳,两段均未超过置换阈值,23,-0.0017,0.0194,否,0.52,23,-0.0022,0.0197,否,0.52,-0.0039,-0.0276,+0.0030,28,36,29,+1,普通公办:19个/+1.2% 民办:4个/-2.2%
物理学科类,专科批,大数据技术,平稳,两段均未超过置换阈值,36,+0.0054,0.0151,否,0.58,32,-0.0020,0.0163,否,0.53,+0.0035,-0.0205,+0.0032,52,53,45,-7,普通公办:26个/+0.5% 民办:6个/-1.0%
物理学科类,专科批,宠物医疗技术,平稳,两段均未超过置换阈值,12,-0.0201,0.0250,否,0.83,12,+0.0166,0.0264,否,0.75,-0.0035,-0.0460,+0.0218,13,13,19,+6,普通公办:10个/+1.7% 民办:2个/+3.7%
物理学科类,专科批,婴幼儿托育服务与管理,平稳,两段均未超过置换阈值,7,+0.0025,0.0339,否,0.57,11,+0.0009,0.0277,否,0.55,+0.0034,-0.0234,+0.0061,12,17,17,+5,普通公办:11个/+0.1%
物理学科类,专科批,电力系统自动化技术,平稳,两段均未超过置换阈值,11,-0.0024,0.0263,否,0.73,11,+0.0058,0.0277,否,0.55,+0.0034,-0.0284,+0.0110,12,12,12,+0,普通公办:11个/+0.6%
物理学科类,专科批,工业过程自动化技术,平稳,两段均未超过置换阈值,5,-0.0015,0.0415,否,0.60,6,-0.0020,0.0388,否,0.50,-0.0034,-0.0274,+0.0032,5,6,7,+2,普通公办:6个/-0.2%
物理学科类,专科批,虚拟现实技术应用,平稳,两段均未超过置换阈值,7,+0.0028,0.0339,否,0.57,6,+0.0004,0.0388,否,0.50,+0.0032,-0.0231,+0.0056,9,10,10,+1,普通公办:4个/+3.7% 民办:2个/-1.6%
物理学科类,专科批,铁道信号自动控制,平稳,两段均未超过置换阈值,8,-0.0218,0.0309,否,0.88,9,+0.0249,0.0306,否,0.78,+0.0032,-0.0477,+0.0301,8,10,10,+2,普通公办:9个/+2.5%
物理学科类,专科批,新能源汽车技术,平稳,两段均未超过置换阈值,40,+0.0016,0.0146,否,0.53,47,-0.0047,0.0134,否,0.64,-0.0031,-0.0243,+0.0005,48,59,65,+17,普通公办:34个/-0.4% 民办:13个/-1.7%
物理学科类,专科批,铁道车辆技术,平稳,两段均未超过置换阈值,5,-0.0292,0.0415,否,1.00,6,+0.0315,0.0388,否,0.83,+0.0023,-0.0552,+0.0367,8,6,9,+1,普通公办:6个/+3.2%
物理学科类,专科批,酒店管理与数字化运营,平稳,两段均未超过置换阈值,15,+0.0108,0.0227,否,0.60,13,-0.0089,0.0254,否,0.69,+0.0019,-0.0151,-0.0037,23,24,18,-5,普通公办:11个/-0.8% 民办:2个/-5.1%
物理学科类,专科批,新能源装备技术,平稳,两段均未超过置换阈值,5,+0.0127,0.0415,否,0.60,7,-0.0137,0.0354,否,0.71,-0.0010,-0.0132,-0.0085,7,7,8,+1,普通公办:3个/-2.0% 民办:4个/-1.1%
物理学科类,专科批,软件技术,平稳,两段均未超过置换阈值,43,+0.0104,0.0142,否,0.67,41,-0.0112,0.0143,否,0.63,-0.0008,-0.0156,-0.0060,58,67,56,-2,普通公办:30个/-0.4% 民办:11个/-1.7%
物理学科类,专科批,跨境电子商务,平稳,两段均未超过置换阈值,13,+0.0093,0.0242,否,0.54,10,-0.0101,0.0291,否,0.70,-0.0008,-0.0166,-0.0049,22,14,11,-11,普通公办:8个/-0.3% 民办:2个/-4.5%
物理学科类,专科批,铁道工程技术,平稳,两段均未超过置换阈值,11,-0.0189,0.0263,否,0.73,10,+0.0196,0.0291,否,0.80,+0.0007,-0.0448,+0.0248,14,13,13,-1,普通公办:9个/+2.1% 民办:1个/+0.7%
物理学科类,专科批,大数据与财务管理,平稳,两段均未超过置换阈值,13,-0.0056,0.0242,否,0.62,13,+0.0054,0.0254,否,0.54,-0.0002,-0.0315,+0.0106,16,17,17,+1,普通公办:11个/+0.5% 民办:2个/+0.8%
物理学科类,本科批,探测制导与控制技术,平稳,两段均未超过置换阈值,6,-0.0687,0.0698,否,1.00,7,-0.0504,0.0697,否,0.57,-0.1191,-0.0463,-0.0327,7,9,8,+1,211:1个/+4.7% 985:2个/+6.2% 普通公办:4个/-5.9%
物理学科类,本科批,中医骨伤科学,平稳,两段均未超过置换阈值,8,+0.0489,0.0570,否,0.62,8,+0.0538,0.0628,否,0.88,+0.1028,+0.0713,+0.0716,9,9,10,+1,211:1个/+18.7% 普通公办:7个/+5.0%
物理学科类,本科批,海洋技术,平稳,两段均未超过置换阈值,7,-0.0396,0.0629,否,0.57,7,-0.0573,0.0697,否,1.00,-0.0968,-0.0172,-0.0395,9,8,8,-1,211:2个/-6.3% 985:1个/-5.7% 普通公办:4个/-5.0%
物理学科类,本科批,智能感知工程,平稳,两段均未超过置换阈值,7,-0.0404,0.0629,否,0.71,9,-0.0564,0.0588,否,0.78,-0.0968,-0.0181,-0.0386,7,9,15,+8,普通公办:8个/-7.3% 民办:1个/+4.3%
物理学科类,本科批,复合材料与工程,平稳,两段均未超过置换阈值,11,-0.0410,0.0493,否,0.91,10,-0.0505,0.0552,否,0.90,-0.0915,-0.0186,-0.0327,12,15,14,+2,双一流:1个/-6.3% 普通公办:9个/-5.0%
物理学科类,本科批,人文地理与城乡规划,平稳,两段均未超过置换阈值,8,+0.0550,0.0570,否,0.88,10,+0.0325,0.0552,否,0.80,+0.0875,+0.0774,+0.0502,15,12,13,-2,211:4个/-1.2% 985:1个/+1.9% 普通公办:4个/+11.8% 民办:1个/+2.5%
物理学科类,本科批,纺织工程,平稳,两段均未超过置换阈值,12,-0.0464,0.0472,否,0.92,13,-0.0408,0.0471,否,0.85,-0.0872,-0.0240,-0.0230,16,16,22,+6,211:1个/-6.4% 双一流:1个/+2.7% 普通公办:10个/-4.4% 民办:1个/+4.4%
物理学科类,本科批,德语,平稳,两段均未超过置换阈值,7,+0.0516,0.0629,否,0.57,8,+0.0334,0.0628,否,0.62,+0.0850,+0.0740,+0.0511,9,8,8,-1,211:1个/-4.4% 普通公办:4个/+1.1% 民办:3个/+6.0%
物理学科类,本科批,能源经济,平稳,两段均未超过置换阈值,5,+0.0739,0.0779,否,0.60,6,+0.0062,0.0776,否,0.50,+0.0801,+0.0963,+0.0240,5,6,7,+2,普通公办:5个/-2.6% 民办:1个/+5.1%
物理学科类,本科批,冶金工程,平稳,两段均未超过置换阈值,8,-0.0500,0.0570,否,1.00,8,-0.0295,0.0628,否,0.75,-0.0795,-0.0276,-0.0118,10,10,10,+0,普通公办:8个/-2.9%
物理学科类,本科批,包装工程,平稳,两段均未超过置换阈值,6,-0.0285,0.0698,否,1.00,5,-0.0476,0.0870,否,0.80,-0.0760,-0.0061,-0.0298,9,7,7,-2,普通公办:5个/-4.8%
物理学科类,本科批,服装设计与工程,平稳,两段均未超过置换阈值,6,-0.0566,0.0698,否,0.83,6,-0.0148,0.0776,否,0.83,-0.0714,-0.0342,+0.0029,7,7,7,+0,普通公办:6个/-1.5%
物理学科类,本科批,卫生检验与检疫,平稳,两段均未超过置换阈值,9,+0.0486,0.0541,否,0.78,12,+0.0213,0.0489,否,0.67,+0.0698,+0.0710,+0.0390,9,13,12,+3,双一流:1个/-2.2% 普通公办:10个/+2.1% 民办:1个/+2.8%
物理学科类,本科批,药事管理,平稳,两段均未超过置换阈值,6,+0.0268,0.0698,否,0.83,6,+0.0428,0.0776,否,0.67,+0.0696,+0.0492,+0.0605,8,7,6,-2,211:1个/+29.0% 普通公办:1个/+5.6% 民办:4个/+0.9%
